RK,NAME,TEAM,POS,GMS,YDS,TD,INT,YDS,TD,REC,YDS,TD,SCK,INT,FF,FR,FPTS/G,FPTS
217,Daniel Sorensen,KC,0,15,0,0,0,0,0,0,0,0,0,3,1,0,7.2,108.5
218,Khari Willis,IND,0,14,0,0,0,0,0,0,0,0,2,2,1,0,7.8,108.5
219,Jalen Hurts,PHI,QB,15,1061,6,4,357,3,1,3,0,0,0,0,0,7.2,108.44
220,T.J. Hockenson,DET,TE,16,0,0,0,0,0,67,723,6,0,0,0,0,6.8,108.3
221,T.Y. Hilton,IND,WR,15,0,0,0,0,0,56,762,5,0,0,0,0,7.2,108.2
222,Adrian Amos,GB,0,16,0,0,0,0,0,0,0,0,2,2,1,1,6.7,107.7
223,A.J. Klein,BUF,0,16,0,0,0,0,0,0,0,0,5,0,2,1,6.7,107.3
224,Arizona Cardinals,ARI,0,16,0,0,0,0,0,0,0,0,48,11,14,10,6.7,107
225,Harold Landry III,TEN,0,16,0,0,0,0,0,0,0,0,5.5,1,0,0,6.7,106.85
226,Emmanuel Ogbah,MIA,0,16,0,0,0,0,0,0,0,0,9,0,3,0,6.7,106.55
227,Harrison Smith,MIN,0,16,0,0,0,0,0,0,0,0,0.5,5,0,0,6.7,106.5
228,Danny Trevathan,CHI,0,16,0,0,0,0,0,0,0,0,1,0,1,0,6.6,106.3
229,Avery Williamson,PIT,0,15,0,0,0,0,0,0,0,0,1,1,0,0,7.1,106.3
230,Mike Gesicki,MIA,TE,15,0,0,0,0,0,53,703,6,0,0,0,0,7.1,106.3
231,DeMarcus Lawrence,DAL,0,16,0,0,0,0,0,0,0,0,6.5,0,4,1,6.6,106.15
232,Mike Williams,LAC,WR,15,0,0,0,1,0,48,756,5,0,1,0,0,7,105.7
233,Devin Singletary,BUF,RB,16,0,0,0,687,2,38,269,0,0,0,0,0,6.6,105.6
234,Jerry Jeudy,DEN,WR,16,0,0,0,0,0,52,856,3,0,0,0,0,6.6,105.6
235,Minkah Fitzpatrick,PIT,0,16,0,0,0,0,0,0,0,0,0,4,1,1,6.6,105.5
236,Logan Thomas,WAS,TE,16,28,0,0,5,0,72,670,6,0,0,0,0,6.5,104.62
237,De'Vondre Campbell,ARI,0,16,0,0,0,0,0,0,0,0,2,0,1,0,6.5,104.5
238,Rob Gronkowski,TB,TE,16,0,0,0,0,0,45,623,7,0,0,0,0,6.5,104.3
239,Marquez Valdes-Scantling,GB,WR,16,0,0,0,13,0,33,690,6,0,0,0,0,6.5,104.3
240,Nick Foles,CHI,QB,9,1852,10,8,1,1,0,0,0,0,0,0,0,11.6,104.18
241,New England Patriots,NE,0,16,0,0,0,0,0,0,0,0,24,18,5,4,6.5,104
242,Emmanuel Sanders,NO,WR,14,0,0,0,12,0,61,726,5,0,0,0,0,7.4,103.8
243,DeVante Parker,MIA,WR,14,0,0,0,0,0,63,793,4,0,0,0,0,7.4,103.3
244,Seattle Seahawks,SEA,0,16,0,0,0,0,0,0,0,0,46,14,14,9,6.4,103
245,New York Giants,NYG,0,16,0,0,0,0,0,0,0,0,40,11,11,11,6.4,103
246,Philadelphia Eagles,PHI,0,16,0,0,0,0,0,0,0,0,49,8,15,13,6.4,103
247,Brandon Graham,PHI,0,16,0,0,0,0,0,0,0,0,8,0,2,1,6.4,102.6
248,Eric Rowe,MIA,0,16,0,0,0,0,0,0,0,0,0,2,0,1,6.4,102
249,John Johnson III,LAR,0,16,0,0,0,0,0,0,0,0,0,1,0,0,6.4,102
250,Gabriel Davis,BUF,WR,16,0,0,0,0,0,35,599,7,0,0,0,0,6.4,101.9
251,Tre Boston,CAR,0,16,0,0,0,0,0,0,0,0,1,1,1,2,6.4,101.7
252,Darnell Savage,GB,0,15,0,0,0,0,0,0,0,0,1,4,0,1,6.8,101.5
253,DJ Chark Jr.,JAX,WR,13,0,0,0,0,0,53,706,5,0,0,0,0,7.7,100.6
254,Donovan Wilson,DAL,0,14,0,0,0,0,0,0,0,0,3.5,2,3,2,7.2,100.55
255,Trey Hendrickson,NO,0,15,0,0,0,0,0,0,0,0,13.5,0,1,0,6.7,100.1
256,Cody Parkey,CLE,0,15,0,0,0,0,0,0,0,0,0,0,0,0,6.7,100
257,Quinnen Williams O,NYJ,0,13,0,0,0,0,0,0,0,0,7,0,2,0,7.7,99.55
258,Xavien Howard,MIA,0,16,0,0,0,0,0,0,0,0,0,10,1,0,6.2,99.5
259,Joey Bosa,LAC,0,12,0,0,0,0,0,0,0,0,7.5,0,0,1,8.3,99.3
260,Jonnu Smith,TEN,TE,15,0,0,0,4,1,41,448,8,0,0,0,0,6.6,99.2
261,Laviska Shenault Jr.,JAX,WR,14,0,0,0,91,0,58,600,5,0,0,1,0,7.1,99.1
262,B.J. Goodson,CLE,0,14,0,0,0,0,0,0,0,0,0.5,2,0,1,7,98.6
263,Christian Kirk,ARI,WR,14,0,0,0,3,0,48,621,6,0,0,0,0,7,98.4
264,Kenneth Murray Jr.,LAC,0,16,0,0,0,0,0,0,0,0,1,0,0,0,6.1,97.9
265,Malik Reed,DEN,0,16,0,0,0,0,0,0,0,0,8,0,1,0,6.1,97.7
266,Eddie Jackson,CHI,0,16,0,0,0,0,0,0,0,0,0,0,3,1,6.1,97.5
267,Robbie Gould,SF,0,15,0,0,0,0,0,0,0,0,0,0,0,0,6.5,97
268,Carolina Panthers,CAR,0,16,0,0,0,0,0,0,0,0,29,7,14,15,6.1,97
269,Cameron Jordan,NO,0,16,0,0,0,0,0,0,0,0,7.5,0,1,0,6,96.7
270,Sterling Shepard,NYG,WR,12,0,0,0,49,1,66,656,3,0,0,0,0,8,96.5
271,Jamaal Williams,GB,RB,14,0,0,0,505,2,31,236,1,0,0,0,0,6.9,96.1
272,Tyrann Mathieu,KC,0,15,0,0,0,0,0,0,0,0,0,6,0,1,6.4,96
273,Leonard Fournette,TB,RB,13,0,0,0,367,6,36,233,0,0,0,0,0,7.4,96
274,Julio Jones,ATL,WR,9,0,0,0,0,0,51,771,3,0,0,0,0,10.6,95.1
275,Andrew Van Ginkel,MIA,0,16,0,0,0,0,0,0,0,0,5.5,0,3,1,5.9,95
276,Jordan Whitehead,TB,0,16,0,0,0,0,0,0,0,0,2,2,0,1,5.9,94.9
277,Keelan Cole,JAX,WR,16,0,0,0,2,0,55,642,5,0,0,0,0,5.9,94.4
278,Marcus Peters,BAL,0,14,0,0,0,0,0,0,0,0,1,4,4,2,6.7,94
279,Green Bay Packers,GB,0,16,0,0,0,0,0,0,0,0,41,11,12,7,5.9,94
280,Cleveland Browns,CLE,0,16,0,0,0,0,0,0,0,0,38,11,16,10,5.9,94
281,Rashaan Evans,TEN,0,16,0,0,0,0,0,0,0,0,0.5,0,0,1,5.9,93.75
282,Jimmy Graham,CHI,TE,16,0,0,0,0,0,50,456,8,0,0,0,0,5.8,93.6
283,Carlton Davis,TB,0,14,0,0,0,0,0,0,0,0,0,4,0,0,6.7,93.5
284,Jerick McKinnon,SF,RB,16,0,0,0,319,5,33,253,1,0,0,0,0,5.8,93.2
285,Kerry Hyder Jr.,SF,0,16,0,0,0,0,0,0,0,0,8.5,0,0,1,5.8,93.15
286,Hayden Hurst,ATL,TE,16,0,0,0,0,0,56,571,6,0,0,0,0,5.8,93.1
287,Randy Bullock,CIN,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7.8,93
288,Chris Boswell,PIT,0,13,0,0,0,0,0,0,0,0,0,0,0,0,7.2,93
289,Mike Hilton,PIT,0,12,0,0,0,0,0,0,0,0,3,3,1,2,7.8,93
290,Anthony Walker,IND,0,16,0,0,0,0,0,0,0,0,0,1,0,1,5.8,93
291,Zach Pascal,IND,WR,16,0,0,0,0,0,44,629,5,0,0,0,0,5.8,92.9
292,Tony Pollard,DAL,RB,16,0,0,0,435,4,28,192,1,0,0,0,0,5.8,92.7
293,Justin Reid,HOU,0,13,0,0,0,0,0,0,0,0,2,0,0,0,7.1,92.6
294,Kareem Jackson,DEN,0,16,0,0,0,0,0,0,0,0,0,1,0,2,5.8,92.5
295,Matthew Judon,BAL,0,14,0,0,0,0,0,0,0,0,6,0,0,0,6.6,91.9
296,Chris Jones,KC,0,15,0,0,0,0,0,0,0,0,7.5,0,2,0,6.1,91.8
297,Johnathan Abram,LV,0,13,0,0,0,0,0,0,0,0,0,2,0,0,7,91.5
298,Darnell Mooney,CHI,WR,16,0,0,0,20,0,61,631,4,0,0,0,0,5.7,91.1
299,Anthony Harris,MIN,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5.7,91
300,Darius Slayton,NYG,WR,16,0,0,0,-1,0,50,751,3,0,0,0,0,5.7,91
301,Cam Akers,LAR,RB,13,0,0,0,625,2,11,123,1,0,0,0,0,7,90.8
302,Josh Bynes,CIN,0,16,0,0,0,0,0,0,0,0,1,0,0,1,5.7,90.5
303,Jared Cook,NO,TE,15,0,0,0,0,0,37,504,7,0,0,0,0,6,90.4
304,DeShon Elliott,BAL,0,16,0,0,0,0,0,0,0,0,2.5,0,2,0,5.6,90.4
305,Vince Williams,PIT,0,14,0,0,0,0,0,0,0,0,3,0,0,2,6.4,90.3
306,Tre'Davious White,BUF,0,14,0,0,0,0,0,0,0,0,1.5,3,1,2,6.4,90.3
307,Rayshawn Jenkins,LAC,0,15,0,0,0,0,0,0,0,0,1,2,0,0,6,90.1
308,Jalen Mills,PHI,0,15,0,0,0,0,0,0,0,0,1.5,1,1,0,6,90
309,Zane Gonzalez,ARI,0,12,0,0,0,0,0,0,0,0,0,0,0,0,7.5,90
310,Chicago Bears,CHI,0,16,0,0,0,0,0,0,0,0,35,10,15,8,5.6,90
311,Olivier Vernon,CLE,0,14,0,0,0,0,0,0,0,0,9,0,0,1,6.4,89.5
312,Tracy Walker,DET,0,15,0,0,0,0,0,0,0,0,1,0,0,0,5.9,89.2
313,Kenny Vaccaro,TEN,0,13,0,0,0,0,0,0,0,0,1,0,0,1,6.8,88.9
314,A.J. Terrell,ATL,0,14,0,0,0,0,0,0,0,0,0,1,2,0,6.3,88.5
315,San Francisco 49ers,SF,0,16,0,0,0,0,0,0,0,0,30,12,13,8,5.5,88
316,Zack Moss,BUF,RB,13,0,0,0,481,4,14,95,1,0,0,0,0,6.7,87.6
317,Jayon Brown,TEN,0,10,0,0,0,0,0,0,0,0,1,1,2,0,8.8,87.6
318,Noah Fant,DEN,TE,15,0,0,0,0,0,62,673,3,0,0,0,0,5.8,87.3
319,Michael Davis,LAC,0,16,0,0,0,0,0,0,0,0,0,3,0,0,5.4,87
320,Bradley Chubb,DEN,0,14,0,0,0,0,0,0,0,0,7.5,0,1,0,6.2,87
321,C.J. Gardner-Johnson,NO,0,15,0,0,0,0,0,0,0,0,1,1,0,0,5.8,86.6
322,Terrance Mitchell,CLE,0,16,0,0,0,0,0,0,0,0,0,0,4,0,5.4,86.5
323,Damien Harris,NE,RB,10,0,0,0,691,2,5,52,0,0,0,0,0,8.6,86.3
324,Ndamukong Suh,TB,0,16,0,0,0,0,0,0,0,0,6,0,1,0,5.4,86.15
325,Malcolm Brown,LAR,RB,16,0,0,0,419,5,23,162,0,0,0,0,0,5.4,86.1
326,Dan Bailey,MIN,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5.4,86
327,Jeff Gladney,MIN,0,16,0,0,0,0,0,0,0,0,0,0,1,0,5.4,86
328,Sheldon Richardson,CLE,0,16,0,0,0,0,0,0,0,0,4.5,0,1,0,5.4,85.9
329,Eric Ebron,PIT,TE,15,0,0,0,0,0,56,558,5,0,0,0,0,5.7,85.8
330,Dre Greenlaw,SF,0,13,0,0,0,0,0,0,0,0,1,0,0,0,6.6,85.8
331,Bobby Okereke,IND,0,14,0,0,0,0,0,0,0,0,0,1,0,2,6.1,85.5
332,Cameron Heyward,PIT,0,15,0,0,0,0,0,0,0,0,4,1,0,0,5.7,85.35
333,Hunter Henry,LAC,TE,14,0,0,0,0,0,60,613,4,0,0,0,0,6.1,85.3
334,Troy Reeder,LAR,0,16,0,0,0,0,0,0,0,0,3,0,0,0,5.3,85.2
335,Nick Kwiatkoski,LV,0,12,0,0,0,0,0,0,0,0,1,1,1,0,7.1,85.1
336,Carl Lawson,CIN,0,16,0,0,0,0,0,0,0,0,5.5,0,2,0,5.3,85.1
337,James Bradberry,NYG,0,15,0,0,0,0,0,0,0,0,0,3,2,1,5.7,85
338,J.C. Jackson,NE,0,16,0,0,0,0,0,0,0,0,0,9,0,2,5.3,85
339,Tre Herndon,JAX,0,16,0,0,0,0,0,0,0,0,1,0,0,0,5.3,84.3
340,Frank Gore,NYJ,RB,15,0,0,0,653,2,16,89,0,0,0,0,0,5.6,84.2
341,Tyler Higbee,LAR,TE,15,0,0,0,1,0,44,521,5,0,0,0,0,5.6,84.2
342,Aldon Smith,DAL,0,16,0,0,0,0,0,0,0,0,5,0,0,2,5.3,84.1
343,Ja'Whaun Bentley,NE,0,13,0,0,0,0,0,0,0,0,1.5,0,0,0,6.5,84.1
344,Daron Payne,WAS,0,16,0,0,0,0,0,0,0,0,3,1,3,1,5.2,84
345,Rashard Higgins,CLE,WR,13,0,0,0,0,0,37,599,4,0,0,0,0,6.5,83.9
346,David Moore,SEA,WR,16,0,0,0,61,0,35,417,6,0,0,0,0,5.2,83.8
347,Raheem Mostert,SF,RB,8,0,0,0,521,2,16,156,1,0,0,0,0,10.5,83.7
348,Chase Winovich,NE,0,16,0,0,0,0,0,0,0,0,5.5,1,1,0,5.2,83.7
349,Jakobi Meyers,NE,WR,14,43,2,0,9,0,59,729,0,0,0,0,0,6,83.52
350,Jonathan Jones,NE,0,16,0,0,0,0,0,0,0,0,0,2,1,0,5.2,83.5
351,Dalton Schultz,DAL,TE,16,0,0,0,0,0,63,615,4,0,0,0,0,5.2,83.5
352,Trevon Diggs,DAL,0,12,0,0,0,0,0,0,0,0,1,3,1,0,7,83.5
353,Grady Jarrett,ATL,0,16,0,0,0,0,0,0,0,0,4,0,0,1,5.2,83.45
354,Akiem Hicks,CHI,0,15,0,0,0,0,0,0,0,0,3.5,0,0,1,5.5,82.85
355,Rex Burkhead,NE,RB,10,0,0,0,274,3,25,192,3,0,0,0,0,8.3,82.6
356,Bud Dupree,PIT,0,11,0,0,0,0,0,0,0,0,8,0,2,0,7.5,82.6
357,Devin McCourty,NE,0,16,0,0,0,0,0,0,0,0,0,2,0,0,5.2,82.5
358,David Onyemata,NO,0,15,0,0,0,0,0,0,0,0,6.5,1,0,0,5.5,82.4
359,Christian Kirksey,GB,0,11,0,0,0,0,0,0,0,0,2,2,0,0,7.5,82.1
360,Trayvon Mullen,LV,0,16,0,0,0,0,0,0,0,0,0,2,0,0,5.1,82
361,Josh Sweat,PHI,0,14,0,0,0,0,0,0,0,0,6,0,3,0,5.8,81.4
362,Mecole Hardman,KC,WR,16,0,0,0,31,0,41,560,4,0,0,0,0,5.1,81.1
363,Shaquill Griffin,SEA,0,12,0,0,0,0,0,0,0,0,0,3,0,0,6.8,81
364,Kendrick Bourne,SF,WR,15,0,0,0,0,0,49,667,2,0,0,0,0,5.4,80.7
365,Cole Holcomb,WAS,0,11,0,0,0,0,0,0,0,0,2.5,1,0,0,7.3,80.4
366,Yannick Ngakoue,BAL,0,15,0,0,0,0,0,0,0,0,8,0,4,0,5.4,80.3
367,Greg Ward,PHI,WR,16,15,0,0,-4,0,53,419,6,0,0,0,0,5,80.1
368,Fletcher Cox,PHI,0,15,0,0,0,0,0,0,0,0,6.5,0,2,0,5.3,79.6
369,Rodney McLeod,PHI,0,13,0,0,0,0,0,0,0,0,0,1,0,2,6.1,79.5
370,Germaine Pratt,CIN,0,16,0,0,0,0,0,0,0,0,0,0,0,0,5,79.5
371,Jeffery Simmons,TEN,0,15,0,0,0,0,0,0,0,0,3,0,1,3,5.3,79.4
372,Maxx Crosby,LV,0,16,0,0,0,0,0,0,0,0,7,0,0,1,5,79.3
373,Isaiah Oliver,ATL,0,16,0,0,0,0,0,0,0,0,1,0,1,0,5,79.2
374,Joe Mixon,CIN,RB,6,0,0,0,428,3,21,138,1,0,0,0,0,13.1,78.6
375,Janoris Jenkins,NO,0,13,0,0,0,0,0,0,0,0,0,3,0,0,6,78.5
376,Jerry Hughes,BUF,0,15,0,0,0,0,0,0,0,0,4.5,1,2,2,5.2,78.5
377,Sean Murphy-Bunting,TB,0,16,0,0,0,0,0,0,0,0,0,1,1,1,4.9,78.5
378,T.J. Edwards,PHI,0,12,0,0,0,0,0,0,0,0,2,1,2,0,6.5,78.4
379,Quandre Diggs,SEA,0,16,0,0,0,0,0,0,0,0,0,5,0,0,4.9,78
380,Evan Engram,NYG,TE,16,0,0,0,26,1,63,654,1,0,0,0,0,4.9,78
381,Dallas Cowboys,DAL,0,16,0,0,0,0,0,0,0,0,31,10,17,13,4.9,78
382,Travis Fulgham,PHI,WR,13,0,0,0,0,0,38,539,4,0,0,0,0,6,77.9
383,Vernon Hargreaves III,HOU,0,16,0,0,0,0,0,0,0,0,0,1,0,0,4.8,77.5
384,Michael Ojemudia,DEN,0,16,0,0,0,0,0,0,0,0,0,0,4,0,4.8,77.5
385,Markus Golden,ARI,0,16,0,0,0,0,0,0,0,0,4.5,1,1,1,4.8,77.15
386,George Kittle,SF,TE,8,0,0,0,17,0,48,634,2,0,0,0,0,9.6,77.1
387,Krys Barnes,GB,0,13,0,0,0,0,0,0,0,0,1,0,1,0,5.9,77
388,Preston Smith,GB,0,16,0,0,0,0,0,0,0,0,4,0,0,1,4.8,76.9
389,Eric Murray,HOU,0,14,0,0,0,0,0,0,0,0,2,0,1,0,5.5,76.8
390,Justin Houston,IND,0,16,0,0,0,0,0,0,0,0,8,0,0,2,4.8,76.45
391,Kyzir White,LAC,0,11,0,0,0,0,0,0,0,0,0.5,0,0,0,7,76.45
392,Terrell Edmunds,PIT,0,15,0,0,0,0,0,0,0,0,1,2,0,0,5.1,76.1
393,Marshon Lattimore,NO,0,14,0,0,0,0,0,0,0,0,0,2,0,0,5.4,76
394,Malcolm Smith,CLE,0,15,0,0,0,0,0,0,0,0,1,1,1,0,5.1,75.9
395,William Gholston,TB,0,16,0,0,0,0,0,0,0,0,3,0,0,1,4.7,75.9
396,Hunter Renfrow,LV,WR,16,0,0,0,0,0,56,656,2,0,0,0,0,4.7,75.6
397,Duron Harmon,DET,0,16,0,0,0,0,0,0,0,0,0,2,0,0,4.7,75.5
398,Jonathan Allen,WAS,0,16,0,0,0,0,0,0,0,0,2,0,0,1,4.7,75.45
399,Josh Jones,JAX,0,13,0,0,0,0,0,0,0,0,0,1,0,0,5.8,75
400,Jamel Dean,TB,0,14,0,0,0,0,0,0,0,0,0,1,0,0,5.3,74.5
401,Zach Sieler,MIA,0,16,0,0,0,0,0,0,0,0,3.5,0,1,0,4.6,74.35
402,Sam Hubbard,CIN,0,13,0,0,0,0,0,0,0,0,2,0,1,0,5.7,74.3
403,Joe Haden,PIT,0,14,0,0,0,0,0,0,0,0,0,2,0,0,5.3,74
404,Patrick Peterson,ARI,0,16,0,0,0,0,0,0,0,0,0,3,0,0,4.6,74
405,Denver Broncos,DEN,0,16,0,0,0,0,0,0,0,0,42,10,12,6,4.6,74
406,Alexander Mattison,MIN,RB,13,0,0,0,434,2,13,125,1,0,0,0,0,5.7,73.9
407,Jarran Reed,SEA,0,16,0,0,0,0,0,0,0,0,7,0,1,0,4.6,73.75
408,Shaq Lawson,MIA,0,14,0,0,0,0,0,0,0,0,4,0,1,1,5.3,73.6
409,Nasir Adderley,LAC,0,15,0,0,0,0,0,0,0,0,0,1,0,1,4.9,73.5
410,Christian McCaffrey,CAR,RB,3,0,0,0,225,5,17,149,1,0,0,0,0,24.5,73.4
411,Tashaun Gipson Sr.,CHI,0,16,0,0,0,0,0,0,0,0,0,2,0,1,4.6,73
412,Cory Littleton,LV,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5.2,73
413,Jaire Alexander,GB,0,15,0,0,0,0,0,0,0,0,1,1,1,0,4.9,72.9
414,Kyle Fuller,CHI,0,16,0,0,0,0,0,0,0,0,0,1,1,0,4.5,72.5
415,Pierre Desir,BAL,0,12,0,0,0,0,0,0,0,0,0,3,1,0,6,72.5
416,Isaiah Simmons,ARI,0,16,0,0,0,0,0,0,0,0,2,1,1,1,4.5,72.5
417,Josh Reynolds,LAR,WR,16,0,0,0,5,0,52,618,2,0,0,0,0,4.5,72.3
418,Kyler Fackrell,NYG,0,12,0,0,0,0,0,0,0,0,4,1,1,0,6,72.2
419,Antonio Brown,TB,WR,8,0,0,0,-2,0,45,483,4,0,0,0,0,9,72.1
420,Tarell Basham,NYJ,0,16,0,0,0,0,0,0,0,0,3.5,0,4,0,4.5,72
421,Karl Joseph,CLE,0,14,0,0,0,0,0,0,0,0,0,1,0,2,5.1,72
422,Atlanta Falcons,ATL,0,16,0,0,0,0,0,0,0,0,29,12,14,9,4.5,72
423,Los Angeles Chargers,LAC,0,16,0,0,0,0,0,0,0,0,27,12,6,7,4.5,72
424,Kwon Alexander,NO,0,12,0,0,0,0,0,0,0,0,1,0,2,2,6,71.7
425,Alex Smith,WAS,QB,8,1582,6,8,3,0,0,0,0,0,0,0,0,8.9,71.58
426,Arik Armstead,SF,0,16,0,0,0,0,0,0,0,0,3.5,0,0,0,4.5,71.55
427,Dexter Lawrence,NYG,0,16,0,0,0,0,0,0,0,0,4,0,0,0,4.4,71.1
428,Sione Takitaki,CLE,0,15,0,0,0,0,0,0,0,0,1,1,0,0,4.7,71.1
429,Nevin Lawson SUS,LV,0,14,0,0,0,0,0,0,0,0,1,0,2,1,5.1,71
430,Denzel Ward,CLE,0,12,0,0,0,0,0,0,0,0,0,2,1,0,5.9,71
431,D.J. Reed,SEA,0,10,0,0,0,0,0,0,0,0,0,2,0,1,7.1,71
432,Frank Clark,KC,0,15,0,0,0,0,0,0,0,0,6,0,0,1,4.7,70.9
433,Dalvin Tomlinson,NYG,0,16,0,0,0,0,0,0,0,0,3.5,0,0,0,4.4,70.85
434,Boston Scott,PHI,RB,16,0,0,0,374,1,25,212,1,0,0,0,0,4.4,70.6
435,Dre'Mont Jones,DEN,0,13,0,0,0,0,0,0,0,0,6.5,0,0,0,5.4,70.6
436,Dre Kirkpatrick,ARI,0,14,0,0,0,0,0,0,0,0,0,3,0,0,5,70.5
437,Jimmie Ward,SF,0,14,0,0,0,0,0,0,0,0,0,0,2,0,5,70.5
438,Lamarcus Joyner,LV,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,70.5
439,Byron Murphy Jr.,ARI,0,15,0,0,0,0,0,0,0,0,2,0,0,2,4.7,70.5
440,Lonnie Johnson Jr.,HOU,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4.4,70.5
441,Robert Spillane,PIT,0,12,0,0,0,0,0,0,0,0,2,1,0,1,5.9,70.5
442,Brian Hill,ATL,RB,16,0,0,0,465,1,25,199,0,0,0,0,0,4.4,70.4
